equipo_id,equipo_desc,tipo,subtipo,servicios,areas,muestras,tipo_institucion_descripcion,provincia
SNEM-1129,Espectrómetro de Masas,GCMS,No corresponde,Técnicas | Análisis cualitativo | Muestras,Fármacos | Salud | Química y Petroquímica | Ciencias agrarias | Toxicología | Bioquímica | Ambiente | Química de compuestos naturales | Forense,Ambientales | Orgánica,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,SAN LUIS
SNEM-511,Espectrómetro de Masas,GCMS,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,SAN LUIS
SNRM-507,Resonador Magnético,RMN,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,SAN LUIS
SNRX-1155,Rayos X,DRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,SAN LUIS
SNRX-734,Rayos X,DRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,SAN LUIS
SNCAD-561,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNCAD-701,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,RÍO NEGRO
SNCAD-723,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,RÍO NEGRO
SNCAD-724,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,RÍO NEGRO
SNCAD-725,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,RÍO NEGRO
SNCAD-726,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,RÍO NEGRO
SNM-184,Microscopio,SPM,AFM,Muestras | Técnicas | Análisis cualitativo | Análisis morfológico | Caracterización de superficies | Toma de imágenes,Nanotecnología | Ciencia de materiales,Aleaciones | Cerámicos | Polimeros,Organismo gubernamental de ciencia y tecnología,RÍO NEGRO
SNM-185,Microscopio,SPM,AFM,Muestras | Técnicas | Análisis de elasticidad | Análisis de partículas | Análisis de rugosidad | Análisis de tamaño | Análisis morfológico | Análisis propiedades conductoras | Caracterización de superficies | Curvas de fuerza | Toma de imágenes,Ciencia de materiales | Nanotecnología | Química y Petroquímica,Polimeros | Cerámicos | Biológica | Aleaciones,Organismo gubernamental de ciencia y tecnología,RÍO NEGRO
SNM-186,Microscopio,SPM,STM,,,,Organismo gubernamental de ciencia y tecnología,RÍO NEGRO
SNM-318,Microscopio,Optico,Confocal,Técnicas | Análisis cualitativo | Análisis cuantitativo | Análisis de imagen | Análisis de partículas | Análisis de tamaño | Análisis morfológico | Análisis semicuantitativo | Caracterización de superficies | Interacción molecular | Toma de imágenes,Fármacos | Química y Petroquímica | Forense | Nanotecnología | Ciencias agrarias | Ciencia de materiales | Alimentos | Bioquímica,Cerámicos | Otros | Aleaciones | Polimeros,Organismo gubernamental de ciencia y tecnología,RÍO NEGRO
SNEM-472,Espectrómetro de Masas,GCMS,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNEM-925,Espectrómetro de Masas,GCMS,No corresponde,Análisis cualitativo | Técnicas,Química de compuestos naturales | Ambiente | Química y Petroquímica,Orgánica | Ambientales,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNRM-421,Resonador Magnético,RMN,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNM-356,Microscopio,Electrónico,EPMA,Muestras | Análisis cuantitativo | Toma de imágenes | Técnicas,Ciencia de materiales | Otros,Otros,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,SAN JUAN
SNRX-846,Rayos X,FRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,RÍO NEGRO
SNRX-847,Rayos X,DRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,RÍO NEGRO
SINALA-1049,Láseres,Sistema Láser,No corresponde,Prestaciones de láseres,Nanotecnología,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SINALA-982,Láseres,Sistema Láser,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNM-299,Microscopio,Optico,Confocal,Técnicas,Bioquímica,Biológica,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNMAG-971,Magnetómetro,Squid,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNCAD-730,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Universidad o instituto universitario estatal,MENDOZA
SNCAD-766,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Universidad o instituto universitario estatal,MENDOZA
SNEM-1060,Espectrómetro de Masas,GCMS,No corresponde,Técnicas | Análisis cuantitativo | Análisis cualitativo | Muestras,Ciencias agrarias,Orgánica | Ambientales,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,MENDOZA
SNEM-819,Espectrómetro de Masas,GCMS,No corresponde,Análisis cuantitativo | Análisis cualitativo | Muestras | Técnicas,Ciencias agrarias | Química de compuestos naturales,Ambientales | Orgánica,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,MENDOZA
SNCF-33,Citómetro de Flujo,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,CABA
SNCF-34,Citómetro de Flujo,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,CABA
SNM-1090,Microscopio,Optico,Confocal,Técnicas | Muestras | Análisis cualitativo | Análisis cuantitativo | Análisis de colocalización | Análisis de imagen | Análisis semicuantitativo | Toma de imágenes,Bioquímica | Salud,Biológica,Organismo gubernamental de ciencia y tecnología,CABA
SNM-1091,Microscopio,Optico,Confocal,Técnicas | Muestras | Análisis cualitativo | Análisis cuantitativo | Análisis de colocalización | Análisis de imagen | Análisis semicuantitativo | Toma de imágenes,Bioquímica | Salud,Biológica,Organismo gubernamental de ciencia y tecnología,CABA
SNM-1092,Microscopio,Optico,Otros,Muestras | Análisis cualitativo | Análisis cuantitativo | Análisis de imagen | Análisis semicuantitativo | Toma de imágenes,Bioquímica | Salud,Biológica,Organismo gubernamental de ciencia y tecnología,CABA
SNCAD-1058,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNCAD-1089,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNCAD-918,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNEM-532,Espectrómetro de Masas,LCMS,No corresponde,,,,Universidad o instituto universitario estatal,SANTA FE
SNEM-557,Espectrómetro de Masas,GCMS,No corresponde,,,,Universidad o instituto universitario estatal,CHACO
SNEM-562,Espectrómetro de Masas,GCMS,No corresponde,,,,Universidad o instituto universitario estatal,ENTRE RÍOS
SNM-1196,Microscopio,Electrónico,TEM/STEM,Muestras | Técnicas | Análisis cualitativo | Análisis de partículas | Análisis morfológico | Análisis semicuantitativo,Ciencia de materiales | Nanotecnología,Cerámicos | Aleaciones,Organismo gubernamental de ciencia y tecnología,RÍO NEGRO
SNM-137,Microscopio,Electrónico,TEM,Muestras | Técnicas | Análisis cualitativo | Análisis de tamaño | Análisis semicuantitativo,Ciencia de materiales | Nanotecnología,Aleaciones | Cerámicos,Organismo gubernamental de ciencia y tecnología,RÍO NEGRO
SNRX-802,Rayos X,DRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNRX-803,Rayos X,DRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNRX-804,Rayos X,DRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNEM-563,Espectrómetro de Masas,LCMS,No corresponde,Técnicas | Análisis cuantitativo | Análisis cualitativo | Muestras,Alimentos | Ciencias agrarias | Ambiente,,Universidad o instituto universitario estatal,ENTRE RÍOS
SNEM-564,Espectrómetro de Masas,GCMS,No corresponde,Técnicas | Análisis cuantitativo | Análisis cualitativo | Muestras,Ambiente | Alimentos | Ciencias agrarias,,Universidad o instituto universitario estatal,ENTRE RÍOS
SNB-118,Bioterio,Docencia | Investigación,,Servicios de investigación y/o docencia,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNM-71,Microscopio,Electrónico,TEM,Muestras | Técnicas | Análisis de colocalización | Análisis de distancia | Análisis de imagen | Análisis de tamaño | Análisis morfológico | Toma de imágenes,Salud,Biológica,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNMAG-1001,Magnetómetro,Squid,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNMAG-1002,Magnetómetro,Susceptómetro ,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNMAG-1024,Magnetómetro,Magnetómetro muestra vibrante,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNEM-464,Espectrómetro de Masas,MALDI-TOF,No corresponde,Técnicas | Análisis cualitativo,Proteomica | Bioquímica,Biomoléculas (polímeros naturales) | Orgánica | Polímeros sintéticos,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNEM-917,Espectrómetro de Masas,LCMS,No corresponde,Técnicas | Análisis cuantitativo | Análisis cualitativo | Muestras,Salud | Proteomica | Alimentos | Bioquímica | Química y Petroquímica | Fármacos | Ciencias agrarias,Orgánica | Ambientales | Biomoléculas (polímeros naturales),Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SINALA-1081,Láseres,Gaseoso,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Entidad administrativa de gobierno,BUENOS AIRES
SINALA-1082,Láseres,Sólido,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Entidad administrativa de gobierno,BUENOS AIRES
SNRX-815,Rayos X,DRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Entidad administrativa de gobierno,BUENOS AIRES
SNRM-513,Resonador Magnético,EPR,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNRM-514,Resonador Magnético,EPR,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNCAD-933,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNCF-10,Citómetro de Flujo,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNCF-9,Citómetro de Flujo,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNB-117,Bioterio,Docencia | Ensayos Biológicos | Investigación | Producción,,Almacenamiento de espermatozoides criopreservados | Análisis de alimentos | Criopreservación de espermatozoides | Ensayos de dispositivos biomédicos en animales | Ensayos pre-clínicos | Fertilización in vitro y transferencia embrionaria | Provisión de alimento autoclavado | Provisión de control genético | Provisión de control sanitario | Provisión de medicado | Provisión de viruta estéril | Provisión/venta de animales | Servicio de hotelería | Servicios de investigación y/o docencia,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNM-53,Microscopio,Optico,Confocal,Técnicas | Toma de imágenes,Ciencias agrarias | Veterinaria | Otros | Ciencia de materiales | Bioquímica | Alimentos | Nanotecnología,Biológica | Polimeros,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNM-1134,Microscopio,Electrónico,SEM,Muestras | Técnicas | Análisis semicuantitativo | Toma de imágenes,Nanotecnología | Química y Petroquímica | Veterinaria | Minería extractiva | Forense | Ambiente | Alimentos | Ciencia de materiales | Ciencias agrarias,Biológica | Aleaciones | Cerámicos | Polimeros,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNB-40,Bioterio,Docencia | Ensayos Biológicos | Investigación,,Desarrollo de Anticuerpos,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario privado,CÓRDOBA
SNCF-15,Citómetro de Flujo,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario privado,CÓRDOBA
SNB-45,Bioterio,Ensayos Biológicos | Investigación,,Servicio de hotelería | Servicios de investigación y/o docencia,,,Entidad sin fines de lucro,CABA
SNRX-913,Rayos X,DRX,No corresponde,,,,Entidad sin fines de lucro,CABA
SINALA-1086,Láseres,Sistema Láser,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,SANTIAGO DEL ESTERO
SNCAD-835,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,CABA
SNCAD-953,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal|Entidad administrativa de gobierno,BUENOS AIRES
SNEM-947,Espectrómetro de Masas,LCMS,No corresponde,Técnicas | Muestras | Análisis cualitativo | Análisis cuantitativo,Química y Petroquímica | Nanotecnología | Forense | Fármacos | Bioquímica | Ambiente | Alimentos | Toxicología | Salud,Ambientales | Orgánica | Polímeros sintéticos,Organismo gubernamental de ciencia y tecnología,CABA
SNEM-948,Espectrómetro de Masas,LCMS,No corresponde,Técnicas | Análisis cuantitativo | Análisis cualitativo | Muestras,Química y Petroquímica | Forense | Alimentos | Ciencias agrarias | Fármacos | Toxicología | Bioquímica | Nanotecnología | Ambiente | Salud,Polímeros sintéticos | Orgánica | Ambientales,Organismo gubernamental de ciencia y tecnología,CABA
SNM-1000,Microscopio,SPM,AFM,Técnicas | Análisis cualitativo | Análisis de dureza | Análisis de elasticidad | Análisis de imagen | Análisis de partículas | Análisis de rugosidad | Análisis de tamaño | Análisis morfológico | Análisis propiedades conductoras | Curvas de fuerza | Interacción molecular | Mapas de adhesión | Volúmen de fuerzas | Toma de imágenes,Salud | Química y Petroquímica | Nanotecnología | Ciencias agrarias | Ciencia de materiales | Bioquímica,Aleaciones | Cerámicos | Polimeros | Biológica,Organismo gubernamental de ciencia y tecnología,CABA
SNM-1047,Microscopio,Optico,Otros,Muestras | Análisis de colocalización | Técnicas | Análisis de imagen | Interacción molecular,Ciencia de materiales | Bioquímica | Nanotecnología | Química y Petroquímica | Salud,Polimeros | Biológica | Otros,Organismo gubernamental de ciencia y tecnología,CABA
SNM-919,Microscopio,Optico,Otros,Técnicas | Muestras | Análisis de constante de difusión | Análisis de partículas | Análisis de tamaño | De vida media | Toma de imágenes,Ciencia de materiales | Nanotecnología | Química y Petroquímica,Polimeros | Biológica | Otros,Organismo gubernamental de ciencia y tecnología,CABA
SNM-988,Microscopio,Optico,Otros,Técnicas | Muestras | Análisis de colocalización | Análisis de imagen | Análisis de partículas | Análisis morfológico | De vida media | Interacción molecular | Toma de imágenes,Química y Petroquímica | Nanotecnología | Ciencia de materiales | Salud,Polimeros | Otros | Biológica,Organismo gubernamental de ciencia y tecnología,CABA
SNCF-7,Citómetro de Flujo,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario privado,CABA
SNCF-91,Citómetro de Flujo,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario privado,CABA
SNM-207,Microscopio,Electrónico,TEM,Técnicas,Bioquímica | Ambiente | Nanotecnología | Ciencias agrarias,Biológica,Organismo gubernamental de ciencia y tecnología,CÓRDOBA
SNM-208,Microscopio,Electrónico,TEM,Técnicas,Ciencias agrarias | Bioquímica | Ciencia de materiales | Nanotecnología | Salud | Veterinaria | Ambiente,Biológica,Organismo gubernamental de ciencia y tecnología,CÓRDOBA
SNM-209,Microscopio,Optico,Confocal,Muestras | Técnicas | Toma de imágenes,Salud | Veterinaria | Ciencias agrarias,Biológica,Organismo gubernamental de ciencia y tecnología,CÓRDOBA
SNEM-926,Espectrómetro de Masas,ICPMS,No corresponde,Técnicas | Análisis cuantitativo,Alimentos | Ciencias agrarias,,Organismo gubernamental de ciencia y tecnología,TUCUMÁN
SNEM-930,Espectrómetro de Masas,LCMS,No corresponde,Técnicas | Análisis cuantitativo,Ciencias agrarias | Alimentos,,Organismo gubernamental de ciencia y tecnología,TUCUMÁN
SNCAD-1185,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,SANTA FE
SNCAD-1186,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,SANTA FE
SNCAD-808,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,SANTA FE
SNCAD-810,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,SANTA FE
SNCAD-883,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,SANTA FE
SNEM-858,Espectrómetro de Masas,LCMS,No corresponde,Análisis cuantitativo | Muestras | Técnicas,Veterinaria | Ciencias agrarias | Alimentos | Salud | Fármacos | Toxicología | Bioquímica | Nanotecnología,Orgánica | Ambientales,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,SANTA FE
SNB-104,Bioterio,Docencia | Investigación | Producción,,Servicios de investigación y/o docencia,,,Universidad o instituto universitario estatal,LA RIOJA
SNM-979,Microscopio,Electrónico,SEM,Técnicas | Muestras | Análisis cualitativo | Análisis de tamaño | Análisis semicuantitativo | Caracterización de superficies | Toma de imágenes,Ciencia de materiales | Nanotecnología | Química y Petroquímica,Polimeros | Aleaciones | Cerámicos,Empresa,BUENOS AIRES
SNRX-1071,Rayos X,FRX,No corresponde,,,,Empresa,BUENOS AIRES
SNRX-1072,Rayos X,DRX,No corresponde,,,,Empresa,BUENOS AIRES
SNRX-1161,Rayos X,XPS,No corresponde,,,,Empresa,BUENOS AIRES
SNM-865,Microscopio,Electrónico,SEM Dual Beam,Técnicas | Muestras | Análisis cuantitativo | Análisis de tamaño | Análisis morfológico | Análisis propiedades conductoras | Toma de imágenes,Minería extractiva | Nanotecnología | Ciencia de materiales | Química y Petroquímica,Aleaciones | Cerámicos | Polimeros,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNM-317,Microscopio,Optico,Confocal,Técnicas | Análisis cualitativo | Análisis de colocalización | Análisis de imagen | Análisis morfológico | Análisis semicuantitativo | Interacción molecular | Toma de imágenes,Fármacos | Veterinaria | Bioquímica | Toxicología | Salud | Otros | Nanotecnología,Biológica,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNB-50,Bioterio,Docencia | Ensayos Biológicos | Investigación | Producción,,Ensayos pre-clínicos | Provisión de control sanitario | Servicio de hotelería | Servicios de investigación y/o docencia,,,Universidad o instituto universitario estatal,BUENOS AIRES
SNB-19,Bioterio,Docencia | Ensayos Biológicos | Investigación | Producción,,Servicios de investigación y/o docencia,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,SANTA FE
SNCF-8,Citómetro de Flujo,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNEM-541,Espectrómetro de Masas,ICPMS,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNEM-778,Espectrómetro de Masas,GCMS,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNEM-779,Espectrómetro de Masas,GCMS,No corresponde,Técnicas | Análisis cuantitativo | Análisis cualitativo | Muestras,Bioquímica | Química y Petroquímica | Salud | Fármacos | Ambiente | Química de compuestos naturales,Orgánica | Ambientales,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNRM-478,Resonador Magnético,RMN,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNRX-757,Rayos X,FRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNRX-764,Rayos X,DRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNB-138,Bioterio,Docencia | Investigación,,No presta servicios,,,Universidad o instituto universitario estatal,CÓRDOBA
SNM-934,Microscopio,Optico,Confocal,Técnicas | Muestras | Análisis cualitativo | Análisis cuantitativo | Análisis de colocalización | Análisis de imagen | Análisis morfológico | Interacción molecular | Toma de imágenes,Veterinaria | Salud | Nanotecnología | Ciencias agrarias | Forense | Bioquímica | Fármacos,Biológica,Organismo gubernamental de ciencia y tecnología,SANTA FE
SNM-946,Microscopio,Optico,Otros,Técnicas | Muestras | Análisis cualitativo | Análisis cuantitativo | Análisis de imagen | Análisis de partículas | Análisis semicuantitativo | Toma de imágenes,Nanotecnología | Ciencias agrarias | Bioquímica | Fármacos | Salud,Biológica,Organismo gubernamental de ciencia y tecnología,SANTA FE
SNRM-949,Resonador Magnético,RMN,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,SANTA FE
SNM-177,Microscopio,SPM,AFM,Técnicas | Análisis de dureza | Análisis de elasticidad | Análisis de imagen | Análisis de partículas | Análisis de rugosidad | Análisis de tamaño | Análisis morfológico | Análisis propiedades conductoras | Caracterización de superficies | Curvas de fuerza | Toma de imágenes,Forense | Alimentos | Ambiente | Antropología | Bioquímica | Ciencias agrarias | Ciencia de materiales | Fármacos | Veterinaria | Toxicología | Salud | Química y Petroquímica | Nanotecnología | Minería extractiva,Polimeros | Cerámicos | Aleaciones | Biológica,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNRX-1039,Rayos X,FRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNRX-799,Rayos X,Otro,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNB-55,Bioterio,Investigación,,No presta servicios,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario privado,BUENOS AIRES
SNM-19,Microscopio,Optico,Confocal,Técnicas | Análisis cualitativo | Análisis cuantitativo | Análisis de colocalización | Análisis de imagen | Análisis de partículas | De vida media | Toma de imágenes,Veterinaria | Bioquímica | Salud,Biológica,Universidad o instituto universitario estatal,BUENOS AIRES
SINALA-1011,Láseres,Sistema Láser,No corresponde,Prestaciones de láseres,Otros,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SINALA-1141,Láseres,Gaseoso,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SINALA-992,Láseres,Gaseoso,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNMAG-1080,Magnetómetro,Magnetotransporte,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNB-126,Bioterio,Docencia | Ensayos Biológicos | Investigación,,"Ensayos pre-clínicos con base quirúrgica y/o estudios complementarios | Servicios de investigación y/o docencia,",,,Organismo gubernamental de ciencia y tecnología,CABA
SNB-85,Bioterio,Docencia | Ensayos Biológicos | Investigación | Producción,,Desarrollos tecnologicos | Servicios de investigación y/o docencia,,,Organismo gubernamental de ciencia y tecnología,CHUBUT
SNEM-820,Espectrómetro de Masas,GCMS,No corresponde,Técnicas | Análisis cuantitativo | Análisis cualitativo | Muestras,Ambiente | Bioquímica | Química y Petroquímica,Orgánica | Ambientales,Organismo gubernamental de ciencia y tecnología,CHUBUT
SNCAD-450,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Universidad o instituto universitario estatal,BUENOS AIRES
SNM-372,Microscopio,Electrónico,SEM,Muestras | Técnicas | Análisis cualitativo | Análisis morfológico | Análisis semicuantitativo | Toma de imágenes,Ambiente | Forense | Minería extractiva | Otros,Otros | Biológica,Entidad administrativa de gobierno,SALTA
